,path,X,Y,Z
100,C:\Users\isaac\Downloads\vlogs\frames\42664.jpg,-0.18364847139545823,-0.2084546695660472,-0.49441016944812394
103,C:\Users\isaac\Downloads\vlogs\frames\42666.jpg,-0.08090037311351272,-0.32244457270478255,-0.2346950820839149
105,C:\Users\isaac\Downloads\vlogs\frames\42667.jpg,0.04824589622016345,-0.19445760729511027,-0.23756917826081853
107,C:\Users\isaac\Downloads\vlogs\frames\42668.jpg,-0.12107778194865229,-0.11021498623516977,-0.16899100150912125
109,C:\Users\isaac\Downloads\vlogs\frames\42669.jpg,0.16445108850828621,-0.3697907379024324,-0.08768887324403452
115,C:\Users\isaac\Downloads\vlogs\frames\42673.jpg,-0.01076854725379843,-0.030183314268975053,0.18100610809513262
117,C:\Users\isaac\Downloads\vlogs\frames\42674.jpg,-0.19259300209292413,-0.09459192295374477,0.1341616860306818
119,C:\Users\isaac\Downloads\vlogs\frames\42675.jpg,-0.09568078326044112,-0.2956602214262467,0.25325847593381645
121,C:\Users\isaac\Downloads\vlogs\frames\42676.jpg,0.11047127390799867,-0.23546877224185592,-0.4058729815389458
123,C:\Users\isaac\Downloads\vlogs\frames\42677.jpg,-0.06447646420108043,-0.35819392171822123,0.18327424412369772
125,C:\Users\isaac\Downloads\vlogs\frames\42678.jpg,0.005572434010749594,-0.33609767457777845,0.24314926854420954
129,C:\Users\isaac\Downloads\vlogs\frames\42680.jpg,-0.013837227332654667,-0.1786515740084445,-0.28737057991707277
131,C:\Users\isaac\Downloads\vlogs\frames\42681.jpg,0.02122031473384174,-0.1992525679822519,-0.29725467343662176
135,C:\Users\isaac\Downloads\vlogs\frames\42684.jpg,-0.011042765842165963,-0.22220396266861342,-0.029141388144657308
137,C:\Users\isaac\Downloads\vlogs\frames\42685.jpg,-0.5978072968513206,-0.0704968875447095,-0.025481812747790312
139,C:\Users\isaac\Downloads\vlogs\frames\42686.jpg,0.3877524296873627,-0.19235969362799216,-0.20172868688081988
141,C:\Users\isaac\Downloads\vlogs\frames\42687.jpg,0.2808227577221907,-0.2477991033851143,-0.317891841805332
143,C:\Users\isaac\Downloads\vlogs\frames\42688.jpg,-0.06782415360400885,-0.10218493598416678,-0.08107439737654432
145,C:\Users\isaac\Downloads\vlogs\frames\42689.jpg,-0.04478428440706732,-0.21159344032922253,-0.17404732980178775
147,C:\Users\isaac\Downloads\vlogs\frames\4269.jpg,0.09797697881035493,0.0824190854589929,0.024726197856057962
149,C:\Users\isaac\Downloads\vlogs\frames\42690.jpg,0.15688295591959675,-0.07305792946670256,-0.40341443420980927
151,C:\Users\isaac\Downloads\vlogs\frames\42691.jpg,0.29411554343874435,-0.32548881836067395,-0.2135899033136098
153,C:\Users\isaac\Downloads\vlogs\frames\42692.jpg,0.2759048721163023,-0.4746527173048238,-0.151643436242905
156,C:\Users\isaac\Downloads\vlogs\frames\42694.jpg,0.1819777764489713,-0.14701819108832154,-0.26496490006495715
158,C:\Users\isaac\Downloads\vlogs\frames\42695.jpg,0.051876758996275175,-0.11621454327592956,-0.06774930244321066
160,C:\Users\isaac\Downloads\vlogs\frames\42696.jpg,0.18444060338116977,-0.15186753135505668,-0.15479351727871166
162,C:\Users\isaac\Downloads\vlogs\frames\42697.jpg,0.08845531907142398,-0.02703523065381676,-0.1141337348214978
164,C:\Users\isaac\Downloads\vlogs\frames\42698.jpg,-0.01201885914028041,-0.11856282000006671,-0.3679291425024377
166,C:\Users\isaac\Downloads\vlogs\frames\42699.jpg,0.08122389011176599,-0.2995256112025573,0.23794321146868386
168,C:\Users\isaac\Downloads\vlogs\frames\427.jpg,-0.4222622203509001,0.024500005625192094,-0.029008434004247307
171,C:\Users\isaac\Downloads\vlogs\frames\42700.jpg,0.16674304680274993,-0.11272112999213926,-0.187875046941298
173,C:\Users\isaac\Downloads\vlogs\frames\42701.jpg,-0.4299859955083198,-0.09843610200600701,0.08879654642230589
175,C:\Users\isaac\Downloads\vlogs\frames\42702.jpg,0.1365841982840693,-0.15022012678812796,-0.001615888976415783
177,C:\Users\isaac\Downloads\vlogs\frames\42703.jpg,0.350526741717486,-0.1225987007951167,0.02557009152829093
179,C:\Users\isaac\Downloads\vlogs\frames\42704.jpg,0.2863984154299482,-0.28276842137570696,-0.028224837422583325
181,C:\Users\isaac\Downloads\vlogs\frames\42705.jpg,0.5399714831917708,-0.3218369427070477,-0.2005611345755876
183,C:\Users\isaac\Downloads\vlogs\frames\42706.jpg,0.6384780469220519,-0.27353026297548777,-0.30737196749731865
185,C:\Users\isaac\Downloads\vlogs\frames\42707.jpg,-0.29928257730317237,-0.09337010990953064,0.08927652751581562
187,C:\Users\isaac\Downloads\vlogs\frames\42708.jpg,0.08231285981069385,-0.10576072856617176,-0.0038855580525711656
189,C:\Users\isaac\Downloads\vlogs\frames\42709.jpg,0.3233932092810011,-0.18896408866557826,-0.1901300565893202
191,C:\Users\isaac\Downloads\vlogs\frames\4271.jpg,-0.11104362205961582,-0.07660356043483936,-0.05325320444836436
193,C:\Users\isaac\Downloads\vlogs\frames\42710.jpg,0.05744537347409459,-0.12442923232170777,-0.22872347554669492
195,C:\Users\isaac\Downloads\vlogs\frames\42711.jpg,-0.546441802396366,-0.009657686727783086,0.062105568454164845
197,C:\Users\isaac\Downloads\vlogs\frames\42712.jpg,0.13563073189448846,-0.10519040038216874,-0.12754769554085615
199,C:\Users\isaac\Downloads\vlogs\frames\42713.jpg,0.061119678362242025,0.02164420876141226,-0.21117671199155177
201,C:\Users\isaac\Downloads\vlogs\frames\42714.jpg,0.010712530561704939,-0.027375357500520656,-0.2177971548799772
203,C:\Users\isaac\Downloads\vlogs\frames\42715.jpg,0.01810783384367245,-0.10070704018829756,-0.14973118022923868
205,C:\Users\isaac\Downloads\vlogs\frames\42716.jpg,0.11950102081363946,-0.07807587307234228,-0.29012955877782065
207,C:\Users\isaac\Downloads\vlogs\frames\42717.jpg,-0.05253356827082549,-0.07645991038712746,0.0035935000897433715
209,C:\Users\isaac\Downloads\vlogs\frames\42718.jpg,-0.38149541379524726,-0.12626678572085007,0.037540562003816134
212,C:\Users\isaac\Downloads\vlogs\frames\4272.jpg,-0.03453246859900984,0.43114499647898386,-0.0751543813578807
214,C:\Users\isaac\Downloads\vlogs\frames\42720.jpg,0.0022886002896410915,-0.053311973872153445,0.03472772321156825
216,C:\Users\isaac\Downloads\vlogs\frames\42721.jpg,0.0901420550909805,-0.08813336760598636,-0.04244372797613393
218,C:\Users\isaac\Downloads\vlogs\frames\42722.jpg,0.42135073712594173,-0.39417591518142936,-0.24579598037452824
220,C:\Users\isaac\Downloads\vlogs\frames\42723.jpg,-0.1989399669875862,-0.11406334613373659,0.20582999018912956
222,C:\Users\isaac\Downloads\vlogs\frames\42724.jpg,-0.01745483400652145,-0.14364596879316005,0.19541582665128035
224,C:\Users\isaac\Downloads\vlogs\frames\42725.jpg,-0.06467073254364508,-0.1207343232457775,0.08822292340594867
226,C:\Users\isaac\Downloads\vlogs\frames\42726.jpg,0.25829338061137713,-0.1577355493838274,-0.06590737408206754
228,C:\Users\isaac\Downloads\vlogs\frames\42727.jpg,-0.033219508004927116,-0.09969182983794651,0.10975860865631192
230,C:\Users\isaac\Downloads\vlogs\frames\42728.jpg,0.10509316002273808,-0.15509020948370927,-0.12001774862248132
232,C:\Users\isaac\Downloads\vlogs\frames\42729.jpg,0.06128138368637057,-0.10174677972885772,-0.2843102740400228
234,C:\Users\isaac\Downloads\vlogs\frames\4273.jpg,0.23718822781804774,-0.054342260067396335,0.007650576158564798
236,C:\Users\isaac\Downloads\vlogs\frames\42730.jpg,-0.4490232225010674,-0.02280053912070717,0.1993062554811915
238,C:\Users\isaac\Downloads\vlogs\frames\42731.jpg,0.06100299218805718,-0.07207043450198936,-0.2569480292332207
240,C:\Users\isaac\Downloads\vlogs\frames\42732.jpg,0.04875401701661811,-0.0938517259979761,-0.2293768551869208
242,C:\Users\isaac\Downloads\vlogs\frames\42733.jpg,-0.015328105677772161,0.1717436462916783,0.16496291209389477
244,C:\Users\isaac\Downloads\vlogs\frames\42734.jpg,-0.13781950016951805,-0.14235720994104625,0.15844605398478653
246,C:\Users\isaac\Downloads\vlogs\frames\42735.jpg,-0.13472378028068432,-0.1159161087095946,0.1269441047084195
248,C:\Users\isaac\Downloads\vlogs\frames\42736.jpg,0.10911342643348446,-0.11297073427262956,-0.276756887397717
250,C:\Users\isaac\Downloads\vlogs\frames\42737.jpg,0.14601244934868737,-0.18767513309069692,-0.060287086642431674
252,C:\Users\isaac\Downloads\vlogs\frames\42738.jpg,-0.015058556223306608,-0.2962213199801484,-0.17877400493758222
254,C:\Users\isaac\Downloads\vlogs\frames\42739.jpg,0.6962318235538703,-0.44669167933109505,-0.01459127208873517
257,C:\Users\isaac\Downloads\vlogs\frames\42740.jpg,0.14662884508021995,-0.20248535373948973,-0.13718947752344773
259,C:\Users\isaac\Downloads\vlogs\frames\42741.jpg,-0.0771862314303882,-0.07935175936009865,-0.21374121284103842
261,C:\Users\isaac\Downloads\vlogs\frames\42742.jpg,0.040071125971334755,-0.05550039766245331,-0.20289102471231002
263,C:\Users\isaac\Downloads\vlogs\frames\42743.jpg,-0.11471111339550175,-0.08446087540082801,-0.16241436809919968
267,C:\Users\isaac\Downloads\vlogs\frames\42746.jpg,0.09416100972921491,-0.22805172038127383,-0.13065059713498048
274,C:\Users\isaac\Downloads\vlogs\frames\42751.jpg,0.029118500269903407,-0.21114516349506599,-0.0782417492850991
278,C:\Users\isaac\Downloads\vlogs\frames\42754.jpg,-0.22861920512657308,-0.3574070562233115,-0.20674451405895414
281,C:\Users\isaac\Downloads\vlogs\frames\42756.jpg,0.009390238272793953,-0.2785961928413579,-0.14235446785978242
283,C:\Users\isaac\Downloads\vlogs\frames\42757.jpg,-0.12056801447508204,-0.03619857757811848,-0.06678163481785755
285,C:\Users\isaac\Downloads\vlogs\frames\42758.jpg,-0.27355879720052567,-0.10322508364333675,-0.09927766008725412
287,C:\Users\isaac\Downloads\vlogs\frames\42759.jpg,-0.10168350568458442,-0.16070347499073007,-0.15838934786710065
289,C:\Users\isaac\Downloads\vlogs\frames\4276.jpg,0.21121795767284687,0.2074908144889346,-0.14855550382568486
291,C:\Users\isaac\Downloads\vlogs\frames\42760.jpg,0.050709893804893755,-0.1580438207623112,-0.29183853868777815
294,C:\Users\isaac\Downloads\vlogs\frames\42762.jpg,0.010625080236093792,-0.12122954477770673,-0.18246118401166575
296,C:\Users\isaac\Downloads\vlogs\frames\42763.jpg,-0.44562412581102595,-0.5871175666529618,-0.1453883578349234
298,C:\Users\isaac\Downloads\vlogs\frames\42764.jpg,-0.35544025329206963,-0.2686143321025473,-0.29490701969363836
301,C:\Users\isaac\Downloads\vlogs\frames\42766.jpg,-0.12133106995336612,-0.19959737710647726,-0.3591643987699026
303,C:\Users\isaac\Downloads\vlogs\frames\42767.jpg,0.41582231815745196,-0.24373474866823008,-0.35914525380505335
305,C:\Users\isaac\Downloads\vlogs\frames\42768.jpg,-0.1361656500045611,-0.05964162180305313,-0.1343372345372126
307,C:\Users\isaac\Downloads\vlogs\frames\42769.jpg,0.026942954256787853,-0.11172825023195904,-0.20396590490538064
309,C:\Users\isaac\Downloads\vlogs\frames\4277.jpg,0.3787489810638533,-0.024024428355353112,0.10412595777764143
312,C:\Users\isaac\Downloads\vlogs\frames\42771.jpg,-0.03394280445012414,-0.13453765104925017,-0.2652111400941122
314,C:\Users\isaac\Downloads\vlogs\frames\42772.jpg,-0.4655566862952935,-0.2095037656629766,-0.3359277565845893
316,C:\Users\isaac\Downloads\vlogs\frames\42773.jpg,-0.36645663432433234,-0.16955848605102378,-0.26998850655126494
318,C:\Users\isaac\Downloads\vlogs\frames\42774.jpg,0.026385500552410204,-0.025355458792560903,-0.23120379104107922
321,C:\Users\isaac\Downloads\vlogs\frames\42776.jpg,0.09706478225069168,-0.10632294011032542,-0.08628248388860205
323,C:\Users\isaac\Downloads\vlogs\frames\42777.jpg,0.07995567549249799,-0.024699104466778362,-0.02912978019642363
325,C:\Users\isaac\Downloads\vlogs\frames\42778.jpg,0.14780186568050668,-0.14543886332877495,-0.18991471389083334
327,C:\Users\isaac\Downloads\vlogs\frames\42779.jpg,0.07766790843098247,-0.06681645393367285,-0.2390818144039133
329,C:\Users\isaac\Downloads\vlogs\frames\4278.jpg,0.6495993452833605,-0.21759663283977043,0.13212949586048428
331,C:\Users\isaac\Downloads\vlogs\frames\42780.jpg,0.47703770515713984,-0.0567840774974238,-0.2788800232467204
333,C:\Users\isaac\Downloads\vlogs\frames\42781.jpg,0.09573360319980445,0.0585129252006918,-0.3280585055975384
335,C:\Users\isaac\Downloads\vlogs\frames\42782.jpg,0.06380734192613219,-0.029475711610422093,-0.21330544658917472
337,C:\Users\isaac\Downloads\vlogs\frames\42783.jpg,-0.02760720403536491,-0.11961450926122401,-0.2537532607037027
339,C:\Users\isaac\Downloads\vlogs\frames\42784.jpg,0.01904593327762842,-0.07391252193107996,-0.24036115689462662
341,C:\Users\isaac\Downloads\vlogs\frames\42785.jpg,-0.025987434333224493,-0.12983838625112662,-0.2967740421405815
343,C:\Users\isaac\Downloads\vlogs\frames\42786.jpg,-0.0833734359491771,-0.09534517283512062,-0.01476650625747568
345,C:\Users\isaac\Downloads\vlogs\frames\42787.jpg,0.2077748491392021,-0.1184901293863116,-0.1555493295764089
347,C:\Users\isaac\Downloads\vlogs\frames\42788.jpg,0.0675448432111293,-0.15078692483131378,-0.22953184121461262
349,C:\Users\isaac\Downloads\vlogs\frames\42789.jpg,0.08320770952235663,-0.1300699687862661,-0.22501093489335283
351,C:\Users\isaac\Downloads\vlogs\frames\4279.jpg,0.5114135051837908,-0.2262068354844605,-0.0035522348263512474
355,C:\Users\isaac\Downloads\vlogs\frames\42792.jpg,-0.13009053154342673,-0.2567439593454388,-0.00021713672259162848
358,C:\Users\isaac\Downloads\vlogs\frames\42794.jpg,-0.11915477610641415,-0.20418903289354465,0.039595080194821636
361,C:\Users\isaac\Downloads\vlogs\frames\42796.jpg,9.907992632217355e-05,-0.03996091302644892,-0.07138091634944677
364,C:\Users\isaac\Downloads\vlogs\frames\42798.jpg,0.7438411579454158,-0.15728042568307873,-0.22614470608291787
366,C:\Users\isaac\Downloads\vlogs\frames\42799.jpg,0.632060268594347,-0.3801265800803147,-0.047301080366107084
368,C:\Users\isaac\Downloads\vlogs\frames\428.jpg,0.01614589514874637,-0.09423403537331403,0.058196873724021554
371,C:\Users\isaac\Downloads\vlogs\frames\42800.jpg,-0.009597923374739102,-0.42126988957097533,0.12439358775282547
373,C:\Users\isaac\Downloads\vlogs\frames\42801.jpg,0.2525895238528262,-0.361823333817332,-0.04273448188358102
375,C:\Users\isaac\Downloads\vlogs\frames\42802.jpg,0.19415497184549643,-0.5008629357028488,-0.03450826116554278
377,C:\Users\isaac\Downloads\vlogs\frames\42803.jpg,-0.1733884894519781,-0.1967804496055507,0.02907307423381896
379,C:\Users\isaac\Downloads\vlogs\frames\42804.jpg,0.6178996772135731,-0.3505544621109417,-0.19616859542292614
381,C:\Users\isaac\Downloads\vlogs\frames\42805.jpg,0.4536763762090606,-0.36470655072459923,-0.12692133976566677
383,C:\Users\isaac\Downloads\vlogs\frames\42806.jpg,0.40349729171188115,-0.34982236630904034,-0.1377747306605184
385,C:\Users\isaac\Downloads\vlogs\frames\42807.jpg,-0.03668475527131233,-0.1427124371607696,0.05766735412048886
388,C:\Users\isaac\Downloads\vlogs\frames\42809.jpg,-0.050966643339181224,-0.22213796008284725,-0.02931266731226092
390,C:\Users\isaac\Downloads\vlogs\frames\4281.jpg,0.6228055890722657,-0.07402097546550312,0.1499791634630422
392,C:\Users\isaac\Downloads\vlogs\frames\42810.jpg,-0.015865410748741177,-0.1298209738014895,-0.20699371076707007
394,C:\Users\isaac\Downloads\vlogs\frames\42811.jpg,-0.008927607011038684,-0.07809322388114089,-0.14542821572301853
396,C:\Users\isaac\Downloads\vlogs\frames\42812.jpg,0.08934346937235049,-0.07688942994979336,-0.04090606922550867
398,C:\Users\isaac\Downloads\vlogs\frames\42813.jpg,0.23078202272696632,-0.2859129353074788,0.16885485839894954
400,C:\Users\isaac\Downloads\vlogs\frames\42814.jpg,-0.1422188049404492,-0.35493511258722554,-0.17136187357510896
402,C:\Users\isaac\Downloads\vlogs\frames\42815.jpg,-0.10372708451268206,-0.4788614129605676,-0.3539056559103037
404,C:\Users\isaac\Downloads\vlogs\frames\42816.jpg,0.044038915435478686,-0.07807644793316208,-0.3145021575644157
406,C:\Users\isaac\Downloads\vlogs\frames\42817.jpg,0.08987582588015035,-0.10150910450698966,-0.23826703905562172
408,C:\Users\isaac\Downloads\vlogs\frames\42818.jpg,0.4991968770671574,-0.350639043528752,-0.14070567455517743
410,C:\Users\isaac\Downloads\vlogs\frames\42819.jpg,0.30814059696202367,-0.48036944535408077,-0.06641195345730945
412,C:\Users\isaac\Downloads\vlogs\frames\4282.jpg,-0.04027689821895044,0.04006222306000898,0.15339804645968808
414,C:\Users\isaac\Downloads\vlogs\frames\42820.jpg,-0.07784825060950534,-0.17989675745535585,-0.02991505997460815
416,C:\Users\isaac\Downloads\vlogs\frames\42821.jpg,0.08519284008455623,-0.37321222370121626,-0.059054608781169554
418,C:\Users\isaac\Downloads\vlogs\frames\42822.jpg,0.07014849264565563,-0.4275382790414126,-0.09134287600201108
420,C:\Users\isaac\Downloads\vlogs\frames\42823.jpg,0.022366532800875968,-0.15283985538806116,-0.02508613939315638
422,C:\Users\isaac\Downloads\vlogs\frames\42824.jpg,0.07397165689067267,-0.39161486459750544,-0.07739595584502787
424,C:\Users\isaac\Downloads\vlogs\frames\42825.jpg,0.3451482933203505,-0.4117120202241056,-0.15933576119091822
426,C:\Users\isaac\Downloads\vlogs\frames\42826.jpg,-0.022454605974931992,-0.058066565145224215,-0.05129503397937594
428,C:\Users\isaac\Downloads\vlogs\frames\42827.jpg,0.018939640112431443,-0.08741866394409473,0.002292001185431503
430,C:\Users\isaac\Downloads\vlogs\frames\42828.jpg,0.09453328037957412,-0.22401261267276992,-0.08297458557528903
432,C:\Users\isaac\Downloads\vlogs\frames\42829.jpg,0.05874264737924984,-0.24874236895401516,-0.06804883628495856
434,C:\Users\isaac\Downloads\vlogs\frames\4283.jpg,0.14936832225562807,-0.13742608939631906,-0.27281376942703217
437,C:\Users\isaac\Downloads\vlogs\frames\42831.jpg,-0.010383539942563389,-0.1434717574880265,-0.0644133943228642
439,C:\Users\isaac\Downloads\vlogs\frames\42832.jpg,0.6485187766179359,-0.24461215961159843,-0.1995938182078866
441,C:\Users\isaac\Downloads\vlogs\frames\42833.jpg,0.40004305945806623,-0.3704760391745171,-0.10150905000566032
443,C:\Users\isaac\Downloads\vlogs\frames\42834.jpg,0.017033182657379416,-0.1486316536502935,0.0033354745041853967
445,C:\Users\isaac\Downloads\vlogs\frames\42835.jpg,0.073564022480801,-0.24904939290235048,-0.06456015719230607
447,C:\Users\isaac\Downloads\vlogs\frames\42836.jpg,0.4088639246982309,-0.5007164082114973,-0.11022383435351486
449,C:\Users\isaac\Downloads\vlogs\frames\42837.jpg,0.19976271494131959,-0.019380854738939485,-0.20442352531047076
451,C:\Users\isaac\Downloads\vlogs\frames\42838.jpg,-0.06068089935565306,-0.07014345347712835,0.13316768796131334
453,C:\Users\isaac\Downloads\vlogs\frames\42839.jpg,-0.112058455410088,-0.07316919145551165,0.1743341239613102
455,C:\Users\isaac\Downloads\vlogs\frames\4284.jpg,0.439468450843337,-0.03110372970111111,-0.015380453948347207
457,C:\Users\isaac\Downloads\vlogs\frames\42840.jpg,0.04014859620191609,-0.02810967337790205,-0.08141616679983897
459,C:\Users\isaac\Downloads\vlogs\frames\42841.jpg,-0.011800271169663977,-0.5248409769854201,-0.08058126960431007
461,C:\Users\isaac\Downloads\vlogs\frames\42842.jpg,-0.1895369759179091,-0.17232007466520483,-0.21906011346075174
463,C:\Users\isaac\Downloads\vlogs\frames\42843.jpg,0.05051493436532355,-0.041236218243481663,-0.11577603589984282
466,C:\Users\isaac\Downloads\vlogs\frames\42845.jpg,-0.20777851303385006,-0.2392866931256639,0.1242215230873249
468,C:\Users\isaac\Downloads\vlogs\frames\42846.jpg,-0.03682914778457211,-0.23003701761127687,0.08262602899215334
470,C:\Users\isaac\Downloads\vlogs\frames\42847.jpg,-0.5444742788362014,-0.21354790540680355,0.06176426058210672
472,C:\Users\isaac\Downloads\vlogs\frames\42848.jpg,-0.43459259628271985,-0.20662184036784081,0.07262882277180085
474,C:\Users\isaac\Downloads\vlogs\frames\42849.jpg,0.666336972276609,-0.2522559636414448,0.0028931292543446195
477,C:\Users\isaac\Downloads\vlogs\frames\42850.jpg,-0.07921879291600946,-0.17026677282776664,0.16284341410447872
479,C:\Users\isaac\Downloads\vlogs\frames\42851.jpg,-0.0022800153713115005,-0.06388575706286408,-0.018967695149981798
481,C:\Users\isaac\Downloads\vlogs\frames\42852.jpg,-0.11818109547194701,-0.14387941023210354,0.10392298873066003
483,C:\Users\isaac\Downloads\vlogs\frames\42853.jpg,-0.5425165492275511,-0.0017519386011943204,0.21970803676295309
485,C:\Users\isaac\Downloads\vlogs\frames\42854.jpg,0.005866511110635036,-0.10924365679060716,0.09093427272842507
487,C:\Users\isaac\Downloads\vlogs\frames\42855.jpg,-0.1514058203309425,-0.10397282326659285,0.10048658084287149
489,C:\Users\isaac\Downloads\vlogs\frames\42856.jpg,-0.38696651308720403,-0.09053476148925414,0.1872236560701526
491,C:\Users\isaac\Downloads\vlogs\frames\42857.jpg,0.5402196209479567,-0.3617189489757416,-0.04566255250072892
493,C:\Users\isaac\Downloads\vlogs\frames\42858.jpg,-0.6568382193657828,-0.0756501082163143,0.07081574369904721
495,C:\Users\isaac\Downloads\vlogs\frames\42859.jpg,0.0926151686763003,-0.13926314663548137,0.11302782735963852
498,C:\Users\isaac\Downloads\vlogs\frames\42860.jpg,-0.01795606195004283,-0.07515823173189976,0.0918007991774489
500,C:\Users\isaac\Downloads\vlogs\frames\42861.jpg,-0.3158537401752056,-0.2192240805175479,0.03371970281788865
